Comment,Timestamp
A big mistake of democrats..... going to embolden trump supporter and certainly pave the way for civil war and American downfall.... congrats...we asian welcome her move....China and India are new world superpower...,2019-09-24T23:14:24Z
Corn 🌽 yellow turn to white.,2019-09-24T23:14:19Z
Shut your piehole,2019-09-24T23:14:11Z
"All You LEFTIST don't seem to know. Just because a PRESIDENT gets IMPEACH.  It doesn't mean a PRESIDENT will lose his job of PRESIDENT. 
Bill Clinton was IMPEACHED.  If you DEMOCRATS would remember.  Also the SENATE will not pass this. They have NOTHING!",2019-09-24T23:11:57Z
"political parties are expected to work together to run the country effisciently, and with high morals, and integrity! which the democrats somehow got lost in the translation! Tim for a totally new party, as the democrats have destroyed the united states government in theirfeeble greedy attempts to take over congress, and have trampled the constitution in their mad dash to lose an election, and had to end up disrespecting the elected sitting president of the united states, a deplorable democratic failure for the country, by disgracing yourself in every possible way, with you drunk with anger, political activities, that are in no way""""DEMOCRATIC""""  why the internet even humours your feeble attempts, you cannot create a viable leader, and try your best to hinder the winning candidate, you are a disgusting, lot of rabble, and will deserve any america, you get under your control!!! IN MY OPINION!",2019-09-24T23:11:37Z
SENATE? JAIL MOSCOW MITCH,2019-09-24T23:07:09Z
"impeding an elected sitting president, is much worse than any form of impeachment hearing, by a political party gone completely haywire, the democrats to many americans are no longer a political party, but a lump on the face of mother nature, And we don't care to hear anything any democrat has to say, as it will always be dysfubctional, thanks to persons like yourself! IN MY OPINION!",2019-09-24T23:02:17Z
Thank you Ghouliani,2019-09-24T22:58:21Z
"Finally, I’ve a dream, dream of Trump out of office and in prison thanks to Nancy, job well done. Now I’ll continued to achieve my America Dream without worrying anything!",2019-09-24T22:54:49Z
"Another round of investigations, inquiries, and reports....millions of dollars thrown away as usual. I would bet none of career politicians in DC could survive a real investigation. Now all of a sudden they are quoting the Constitution they have been ignoring for years.",2019-09-24T22:47:35Z
Trump won’t make it to his 2nd term 🤣🤣🤣,2019-09-24T22:45:31Z
Wow this is Very Serious Unprofessional and immature way to impech President Trump by Never saw transcript at all it's very embarrassment for our country STUPID DEMOCRATS,2019-09-24T22:44:50Z
4 years so far of this impeachment. No one is above the law. Let’s arrest the ones we already know broke the laws.,2019-09-24T22:39:06Z
She never looked so good.   We Need to Impeach Trump NOW!,2019-09-24T22:22:09Z
"Y'all know they takes President Trump words out of context, He might have said, I do whatever I want and it might have been one thing for the American people.",2019-09-24T22:18:22Z
The hag is drunk again!!,2019-09-24T22:14:47Z
We knew Nancy Pelosi was going to do what ever the Democrats agreed on no matter if it's evidence or not.,2019-09-24T22:14:24Z
Down with the criminal,2019-09-24T22:12:37Z
"Do not allow trump to ""plead"" the Whistle Blower case in the media.  That Complaint needs to go to CONGRESS right now!  2 months have passed since this complaint was filed and it was withheld from Congress.",2019-09-24T22:11:00Z
On going State of emergency since  1933 government went into a defacto state giving the president executive power. Unconstitutional. People know what the constitution is but have never really read it.,2019-09-24T22:09:37Z
"I have never seen so much mess, these people are bored, they love the publicity these are all older people. And it's sad to say, if he was going to be impeached he would have been with the other investigations.The American people are so sick and tired of this let the President do his job in peace. The Democrats are crooked to the core, and are the ones making money off the taxpayers. Y'all could have put this money on the seniors checks.",2019-09-24T22:07:33Z
Lol 😂,2019-09-24T21:58:36Z
"It's like Trump had a deathwish , or wanted this to galvanise himself for 2020.",2019-09-24T21:56:57Z
"I can only assume they think the general population are too dumb to understand the double speak they do - they quote constitution yet are in breach of it in several ways....  the right to bear arms, The Second Amendment (Amendment II) to the United States Constitution protects the individual right to keep and bear arms.....  money shall be gold or silver  “No State shall … coin money; emit bills of credit; [or] make any Thing but gold and silver coin a Tender in Payment of Debts[.]” Art. I, sec. 10, cl. 1.  What about this, we have a 'Fiat' currency system with no gold or silver backing it.....  How dare you quote Constitution when you are breaching it every day......",2019-09-24T21:56:27Z
The moronic dems have took the bait trump is going to smash them in 2020 impeachment wont happen and the dems will look like idiots once again just like the Mueller investigation but democratic Americans should be asking why no Hillary investigation for having a illegal server and acid washed emails but i guess they must be blind like stevie wonder or sold America out its pathetic.,2019-09-24T21:54:54Z
She talks like her dentures are falling out 😂😂,2019-09-24T21:54:35Z
"I think she's too old and comes across as very slow,   She struggles to put a sentence together",2019-09-24T21:52:37Z
TRAITOR TRUMP.......,2019-09-24T21:52:13Z
"Bernie Sanders is an honest Democrat. He deserves to be the president of the United states of America.
He will certainly make America great.",2019-09-24T21:51:52Z
God Bless Nancy!,2019-09-24T21:51:14Z
Can they get any dumber. How did they get voted in?  Trump set you up beautifully,2019-09-24T21:50:31Z
Trump 2020,2019-09-24T21:48:24Z
IG HAS DONE JACK SCHITT IN REGARDS TO COMEY AND FRIENDS...BUT TRUMP...ITS URGENT? YEA...OKAY. THE INTELLIGENCE AGENCIES EVESDROP ON OUR PRESIDENT TO UNDERMINE HIM AND INVESTIGATE HIM AT EVERY TURN...JUST IN CASE HE VIOLATES ANY OF THE THOUSANDS OF LAWS ON THE BOOKS. TOTAL COUP...,2019-09-24T21:47:54Z
Will you people ever stop? You try and fail miserably every time. Don't you people have any sense of morality? Haven't you been embarrassed enough about this? It's like the kid in the Home Alone movie when he says: do you want to give up? Or are you thirsty for more? I guess you idiots want more.,2019-09-24T21:47:17Z
Trump for prison 2020.,2019-09-24T21:46:58Z
Dems determined to destroy themselves Trump 2020,2019-09-24T21:41:10Z
"In brightest day, in blackest night, 
No evil shall escape my sight 
Let those who worship evil's might, 
Beware my power...Green Lantern's light!!!",2019-09-24T21:41:06Z
Good bye trump !,2019-09-24T21:37:33Z
Julian Assange. What protection for whistle blowers.,2019-09-24T21:34:44Z
Drunk as usual,2019-09-24T21:33:32Z
"must be true , a good half glass of vodka, makes it easier to understand her",2019-09-24T21:33:05Z
WHAT a  S E N I L E old hack.  BIDDEN WILL FAIL.,2019-09-24T21:32:58Z
Impeach Trump and say sorry to China.,2019-09-24T21:32:27Z
why so many crotchety old people on their side..i will never vote democrat again,2019-09-24T21:31:11Z
I will vote for Trudeau in October. Good job Nancy Pelosi ! Am I the only one here saying this ?,2019-09-24T21:30:54Z
FINALLY!!!,2019-09-24T21:28:18Z
Canada needs a true leader like president Trump,2019-09-24T21:27:11Z
"Walked right into the trap they did.
Going to regret it they will.",2019-09-24T21:26:52Z
H*** yes this puts the lid on their coffee Democrats are done,2019-09-24T21:26:33Z
👏👏👏👏👏,2019-09-24T21:26:16Z
You will lose Nancy Pelosi,2019-09-24T21:25:33Z
I swear trump fans swarm every video like they have nothing better to do lol,2019-09-24T21:24:15Z
"Regardless of party affiliation, transparency to the public is required. They are all public servants paid by taxpayers. They all work for us. They all need to be reminded of that.",2019-09-24T21:24:10Z
"Say it with me everybody..

S E N I L E",2019-09-24T21:23:18Z
Biden is as corrupt as Trump is but when Trump does it it's in plain sight while Biden works against you all behind closed doors,2019-09-24T21:21:54Z
More hope for the peanut gallery.......This will fail XD,2019-09-24T21:21:30Z
Haha the democrats never stop but fail to realize they look stupider and stupider,2019-09-24T21:18:07Z
"Nancy, you look marvelous.  Congratulations on you decision to proceed.  Don't stop.  This coming on the heels of the Snowden  interviews is timely.  His new book is #1 on the New York Times.  Whistle blowers will be all the rage.",2019-09-24T21:14:45Z
